"HOG_ID"	"Pathway"	"Correlation"	"p_value"	"p_adj"
"140"	"OG_Cluster_71"	"Pathway_Cluster_113"	0.946124746911475	0.955374011815881	0.977443577392725
"141"	"OG_Cluster_487"	"Pathway_Cluster_85"	-0.946124746911475	0.955374011815881	0.977443577392725
"142"	"OG_Cluster_144"	"Pathway_Cluster_116"	0.938590635448906	0.351812553117565	0.909420385227693
"143"	"OG_Cluster_44"	"Pathway_Cluster_115"	-0.938590635448906	0.492726245016957	0.933588928763479
"144"	"OG_Cluster_16"	"Pathway_Cluster_108"	-0.934148484292342	0.138959957160707	0.800309444254694
"145"	"OG_Cluster_459"	"Pathway_Cluster_111"	0.934148484292342	0.160025642538896	0.819688651539005
"146"	"OG_Cluster_469"	"Pathway_Cluster_95"	0.934148484292342	0.492726245016957	0.933588928763479
"147"	"OG_Cluster_387"	"Pathway_Cluster_113"	-0.934148484292342	0.910849168519584	0.970941531004062
"148"	"OG_Cluster_488"	"Pathway_Cluster_85"	-0.934148484292342	0.910849168519584	0.970941531004062
"149"	"OG_Cluster_112"	"Pathway_Cluster_57"	0.928571428571429	0.00026040002438725	0.173490952501364
"150"	"OG_Cluster_51"	"Pathway_Cluster_28"	-0.928571428571429	0.000862968182899974	0.274397531988669
"151"	"OG_Cluster_336"	"Pathway_Cluster_53"	-0.928571428571429	0.0208151272535253	0.585437751936761
"152"	"OG_Cluster_647"	"Pathway_Cluster_59"	-0.928571428571429	0.0280049391530719	0.607561320563571
"153"	"OG_Cluster_150"	"Pathway_Cluster_96"	0.928571428571429	0.0365527610528608	0.652902533831845
"154"	"OG_Cluster_37"	"Pathway_Cluster_89"	0.928571428571429	0.0465282322841671	0.668997924599483
"155"	"OG_Cluster_434"	"Pathway_Cluster_29"	-0.928571428571429	0.0465282322841671	0.668997924599483
"156"	"OG_Cluster_107"	"Pathway_Cluster_45"	0.928571428571429	0.0579903181645726	0.700965964256271
"157"	"OG_Cluster_666"	"Pathway_Cluster_80"	0.928571428571429	0.0620926923823171	0.721463889980826
"158"	"OG_Cluster_258"	"Pathway_Cluster_31"	0.928571428571429	0.0709876543209875	0.721463889980826
"159"	"OG_Cluster_316"	"Pathway_Cluster_50"	-0.928571428571429	0.0709876543209875	0.721463889980826
"160"	"OG_Cluster_192"	"Pathway_Cluster_69"	-0.928571428571429	0.0855588910126729	0.755857910125533
"161"	"OG_Cluster_3"	"Pathway_Cluster_28"	-0.928571428571429	0.0855588910126731	0.755857910125533
"162"	"OG_Cluster_43"	"Pathway_Cluster_33"	-0.928571428571429	0.101733037454265	0.763873446078402
"163"	"OG_Cluster_183"	"Pathway_Cluster_45"	0.928571428571429	0.101733037454265	0.763873446078402
"164"	"OG_Cluster_481"	"Pathway_Cluster_32"	-0.928571428571429	0.101733037454265	0.763873446078402
"165"	"OG_Cluster_121"	"Pathway_Cluster_105"	-0.928571428571429	0.119529806138793	0.779718823100034
"166"	"OG_Cluster_177"	"Pathway_Cluster_78"	-0.928571428571429	0.119529806138793	0.779718823100034
"167"	"OG_Cluster_44"	"Pathway_Cluster_89"	0.928571428571429	0.138959957160707	0.800309444254694
"168"	"OG_Cluster_168"	"Pathway_Cluster_105"	0.928571428571429	0.160025642538896	0.819688651539005
"169"	"OG_Cluster_70"	"Pathway_Cluster_26"	-0.928571428571429	0.182720750539715	0.822860710630984
"170"	"OG_Cluster_206"	"Pathway_Cluster_38"	-0.928571428571429	0.182720750539715	0.822860710630984
"171"	"OG_Cluster_676"	"Pathway_Cluster_26"	0.928571428571429	0.191549313415866	0.852310702460961
"172"	"OG_Cluster_372"	"Pathway_Cluster_15"	-0.928571428571429	0.20703125	0.852310702460961
"173"	"OG_Cluster_82"	"Pathway_Cluster_39"	-0.928571428571429	0.20703125	0.852310702460961
